Rank;DokumentType;Titel;PopulærTitel;Ressort;AdministrerendeMyndighed;JournalNummer;Nummer;År;DokumentId;ACCN;Publiceringsmedie;UndtagetFraOffentliggørelse;GeografiskDækning;UnderskriftDato;PubliceretTidspunkt;SidstPubliceretTidspunkt;BekendtgørelsesDato;HistoriskDato;Historisk;RedaktionelNote;OmtryksNote;AlternativeMedierNote;AnfoerINote;HjemmelVedroerer;SenereAendringer;ÆndrerI;Tiltræder;EliUrl
A;Lov;Lov om Hav-, Fiskeri- og Akvakulturfonden;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeristyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-1999;2584;2021;DC000470;A20210258430;Lovtidende A;;Fremgår af forskriften;20211228;20211229;20211229;20211229;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2021/2584
B;Bekendtgørelse;Bekendtgørelse om fiskeri i Københavns Havn;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFødevarestyrelsen, j.nr. 2021-29-31-00339;924;2022;DC000610;B20220092405;Lovtidende A;;Fremgår af forskriften;20220620;20220622;20220622;20220622;;FALSE;;;;;A20220000829;;;;https://www.retsinformation.dk/eli/lta/2022/924
B;Bekendtgørelse;Bekendtgørelse om fiskeri og fredningsbælter omkring Sjælland;Sjællandsbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-1936;1413;2021;DC000274;B20210141305;Lovtidende A;;Fremgår af forskriften;20210623;20210629;20210629;20210629;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/1413
B;Bekendtgørelse;Bekendtgørelse om fiskeri og fredningsbælter i Nissum Fjord;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-2151;1311;2021;DC000256;B20210131105;Lovtidende A;;Fremgår af forskriften;20210614;20210619;20210619;20210619;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/1311
A;Lovbekendtgørelse;Bekendtgørelse af lov om fiskeri og fiskeopdræt (fiskeriloven);Fiskeriloven;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Udenrigsmin., j.nr. 2018-46737;261;2019;AS001864;A20190026129;Lovtidende A;;Fremgår af forskriften;20190321;20190323;20190323;20190323;;FALSE;;;;;;LOV nr 558 af 07/05/2019,LOV nr 559 af 07/05/2019,LOV nr 126 af 30/01/2021,LOV nr 844 af 10/05/2021;;;https://www.retsinformation.dk/eli/lta/2019/261
B;Bekendtgørelse;Bekendtgørelse om regulering af fiskeri efter muslinger og østers;Muslinge- og østersbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-7171;2298;2021;DC000385;B20210229805;Lovtidende A;;Fremgår af forskriften;20211203;20211208;20211208;20211208;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/2298
B;Bekendtgørelse;Bekendtgørelse om tilskud til fiskeri, natur og miljø;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri,\n Fiskeristyrelsen, j.nr. 21-2501-000001;254;2022;DC000514;B20220025405;Lovtidende A;;Fremgår af forskriften;20220224;20220226;20220226;20220226;;FALSE;;;;;A20170001929;;;;https://www.retsinformation.dk/eli/lta/2022/254
B;Bekendtgørelse;Bekendtgørelse om tilskud til dataindsamling for fiskeri- og akvakultursektoren;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri,\nFiskeristyrelsen, j.nr. 21-25080-000001 ;1855;2021;DC000330;B20210185505;Lovtidende A;;Fremgår af forskriften;20210922;20210928;20220413;20210928;;FALSE;;;;;A20220904516;;;;https://www.retsinformation.dk/eli/lta/2021/1855
B;Bekendtgørelse;Bekendtgørelse om fartøjer, der anvendes til erhvervsmæssigt fiskeri i saltvand;Kapacitetsbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2020-907;1302;2021;DC000263;B20210130205;Lovtidende A;;Fremgår af forskriften;20210615;20210618;20210618;20210618;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/1302
B;Bekendtgørelse;Bekendtgørelse om tilskud til fælles indsatser fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeristyrelsen;Miljø- og Fødevaremin.,\nFiskeristyrelsen, j.nr. 19-25074-000010;784;2019;CK002119;B20190078405;Lovtidende A;;Fremgår af forskriften;20190808;20190809;20190809;20190809;;FALSE;;;;;A20170001929;;;;https://www.retsinformation.dk/eli/lta/2019/784
B;Bekendtgørelse;Bekendtgørelse om erhvervsmæssigt fiskeri efter hesterejer og rejekonge;Hesterejebekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Miljø- og Fødevaremin., \n NaturErhvervstyrelsen, j.nr. 16-7131-000011;1474;2016;CK001056;B20160147405;Lovtidende A;;Fremgår af forskriften;20161201;20161207;20161207;20161207;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2016/1474
B;Bekendtgørelse;Bekendtgørelse om forbud mod fiskeri vest for Livø;Livøbekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Udenrigsmin., j.nr. 2018-16267;786;2018;AS001784;B20180078605;Lovtidende A;;Fremgår af forskriften;20180608;20180619;20180619;20180619;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2018/786
B;Bekendtgørelse;Bekendtgørelse om fiskeri og fredningsbælter i Nybøl Nor;Nybøl Nor;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Miljø- og Fødevaremin.,\n NaturErhvervstyrelsen, j.nr. 15-7440-000005;1258;2016;CK000966;B20160125805;Lovtidende A;;Fremgår af forskriften;20161025;20161029;20161215;20161029;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2016/1258
B;Bekendtgørelse;Bekendtgørelse om fiskeri og fredningsbælter omkring Lolland, Falster og Møn;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-2608;1224;2021;DC000238;B20210122405;Lovtidende A;;Fremgår af forskriften;20210607;20210611;20210611;20210611;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/1224
B;Bekendtgørelse;Bekendtgørelse om visse bestemmelser for fiskeri i Skive-Karup Å;;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Miljø- og Fødevaremin., \n NaturErhvervstyrelsen, j.nr. 16-7132-000001;487;2016;CK000680;B20160048705;Lovtidende A;;Fremgår af forskriften;20160526;20160531;20160531;20160531;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2016/487
B;Bekendtgørelse;Bekendtgørelse om de minimis-støtte til kompensation for erhvervsmæssigt fiskeri efter ål;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeristyrelsen;Udenrigsmin.,\nFiskeristyrelsen, j.nr. 18-1224-000004;321;2019;AS001868;B20190032105;Lovtidende A;;Fremgår af forskriften;20190329;20190330;20220413;20190330;;FALSE;;;;;A20220904516;;;;https://www.retsinformation.dk/eli/lta/2019/321
B;Bekendtgørelse;Bekendtgørelse om tilskud til producentorganisationers produktions- og afsætningsplaner inden for fiskeri- og akvakultursektoren;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeristyrelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri, \n Fiskeristyrelsen, j.nr. 22-20-000017;1225;2022;DC000697;B20220122505;Lovtidende A;;Fremgår af forskriften;20220831;20220901;20220901;20220901;;FALSE;;;;;A20210258430;;;;https://www.retsinformation.dk/eli/lta/2022/1225
B;Bekendtgørelse;Bekendtgørelse om tilladelse til fiskeri efter muslinger, østers samt kombinationer heraf, herunder om overdragelige fartøjstilladelsesandele;FTA bekendtgørelsen;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021 - 7171;2287;2021;DC000400;B20210228705;Lovtidende A;;Fremgår af forskriften;20211203;20211207;20211207;20211207;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/2287
B;Bekendtgørelse;Bekendtgørelse om betingelserne for erhvervsmæssigt fiskeri af ål i saltvand og ferskvand;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nNaturErvhervstyrelsen, j.nr. 15-7400-000065;1551;2015;CK000394;B20150155105;Lovtidende A;;Fremgår af forskriften;20151211;20151215;20151215;20151215;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2015/1551
B;Bekendtgørelse;Bekendtgørelse om rekreativt fiskeri i salt- og ferskvand samt redskabsfiskeri mv. i ferskvand;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 15-7440-000030;1615;2015;CK000392;B20150161505;Lovtidende A;;Fremgår af forskriften;20151211;20151217;20151217;20151217;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2015/1615
B;Bekendtgørelse;Bekendtgørelse om fiskeri og fredningsbælter i Ringkøbing Fjord, Stadil Fjord og Von Å;;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 13-7400-000049;1482;2013;AH005073;B20130148205;Lovtidende A;;Fremgår af forskriften;20131213;20131218;20131218;20131218;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2013/1482
B;Bekendtgørelse;Bekendtgørelse om særlige regler for fiskeri i Horsens Nørrestrand og Stensballesund;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeridirektoratet;Fødevaremin.,\nFiskeridirektoratet, j.nr. 2009-04579;898;2009;AH003443;B20090089805;Lovtidende A;;Fremgår af forskriften;20090925;20090926;20090929;20090926;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2009/898
B;Bekendtgørelse;Bekendtgørelse om adgang til fiskeri i danske farvande indtil 12 sømil fra basislinjen;;Ministeriet for Fødevarer, Landbrug og Fiskeri;NaturErhvervstyrelsen;Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 15-7430-000001;205;2015;AH005519;B20150020505;Lovtidende A;;Fremgår af forskriften;20150225;20150228;20150228;20150228;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2015/205
B;Bekendtgørelse;Bekendtgørelse om fiskeri i Lønnerup Fjord;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugs- og Fiskeriministeriet;Landbrugs- og Fiskeriministeriet, 3. afd., 4. kt., j.nr. 95-210-66;854;1996;CM041925;B19960085405;Lovtidende A;;Fremgår af forskriften;19960925;19970925;20070102;19961004;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/1996/854
B;Bekendtgørelse;Bekendtgørelse om særlige regler for fiskeri og fredning af ørred for Bornholm og Christiansø (Ertholmene);;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Miljø- og Fødevaremin.,\nNaturErhvervstyrelsen, j.nr. 14-7440-000025;1406;2015;CK000288;B20150140605;Lovtidende A;;Fremgår af forskriften;20151203;20151204;20151204;20151204;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2015/1406
B;Bekendtgørelse;Bekendtgørelse om forbud mod visse former for fiskeri i nærmere afgrænsede områder i Kattegat og nordlige del af Øresund;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Miljø- og Fødevareministeriet;Miljø- og Fødevaremin., j.nr. 2019-22064;979;2020;CK002529;B20200097905;Lovtidende A;;Fremgår af forskriften;20200621;20200627;20200627;20200627;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2020/979
B;Bekendtgørelse;Bekendtgørelse om regulering af erhvervsmæssigt fiskeri af anden fladfisk end rødspætte fra dansk indregistrerede fiskerfartøjer i tysk farvand i Østersøen;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2021-7106;2113;2021;DC000374;B20210211305;Lovtidende A;;Fremgår af forskriften;20211125;20211126;20211126;20211126;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2021/2113
B;Bekendtgørelse;Bekendtgørelse om afstandsregler under fiskeri med håndredskaber i Lillebælt;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeridirektoratet;Fødevaremin.,\nFiskeridir., j.nr. 2003-250-44;791;2003;AH001588;B20030079105;Lovtidende A;;Fremgår af forskriften;20030915;20030923;20070102;20030923;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2003/791
B;Bekendtgørelse;Bekendtgørelse om forbud mod fiskeri m.v. ved Harboøre Tange;Harboøre Tange;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevaredirektoratet;Fødevaremin.\nFødevaredir., j. nr. FA 3101-383/01;245;2001;AH000882;B20010024505;Lovtidende A;;Fremgår af forskriften;20010406;20010407;20061211;20010407;;FALSE;;;;;A20220000829;;;;https://www.retsinformation.dk/eli/lta/2001/245
B;Bekendtgørelse;Bekendtgørelse om fiskeri og fredningsbælter i Rands Fjord;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Landbrugs- og Fiskeriministeriet;Landbrugs- og Fiskerimin., 3. afd., 4. kt., j.nr. 96-210-56;980;1996;CM042393;B19960098005;Lovtidende A;;Fremgår af forskriften;19961120;19970925;20021119;19961203;;FALSE;Lovtidende A, hæfte nr. 173, er omtrykt den 11.12.1996 på grund af en håndteringsfejl, der alene havde betydning for den trykte udgave af bekendtgørelsen.;;;;A19920033030;;;;https://www.retsinformation.dk/eli/lta/1996/980
B;Bekendtgørelse;Bekendtgørelse om fiskeri i en del af Lindenborg Å;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin., 3. afd., 4. kt., j.nr. 97-1180-24;83;1998;CM046578;B19980008305;Lovtidende A;;Fremgår af forskriften;19980206;19980315;20040809;19980217;;FALSE;;;;;A20020036930;;;;https://www.retsinformation.dk/eli/lta/1998/83
B;Bekendtgørelse;Bekendtgørelse om forbud mod fiskeri i et område ved Nexø havn;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeridirektoratet;Fødevaremin.,\nFiskeridir., j.nr. 2003-247-44;312;2003;AH001518;B20030031205;Lovtidende A;;Fremgår af forskriften;20030429;20030509;20070102;20030509;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2003/312
B;Bekendtgørelse;Bekendtgørelse om ophævelse af bekendtgørelse om midlertidigt stop for fiskeri i Mariager Fjord;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fiskeridirektoratet;Fødevaremini., \nFiskeridirektoratet., j.nr. 2006-04381;1077;2006;AH002423;B20060107705;Lovtidende A;;Fremgår af forskriften;20061109;20061110;20061110;20061110;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2006/1077
B;Bekendtgørelse;Bekendtgørelse om forbud mod erhvervsmæssigt og rekreativt fiskeri af ål i saltvand fra og med den 1. november 2022 til og med den 31. januar 2023;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri, j.nr. 2022-148;844;2022;DC000596;B20220084405;Lovtidende A;;Fremgår af forskriften;20220613;20220616;20220616;20220616;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2022/844
B;Bekendtgørelse;Bekendtgørelse om ophævelse af bekendtgørelse om tilskud til fælles initiativer inden for fiskeri- og akvakultursektoren;;Ministeriet for Fødevarer, Landbrug og Fiskeri;FødevareErhverv;Fødevaremin.,\nFødevareErhverv, j.nr. 3742-08-6;1037;2009;AH003491;B20090103705;Lovtidende A;;Fremgår af forskriften;20091104;20091106;20091106;20091106;;FALSE;;;;;A20170001929;;;;https://www.retsinformation.dk/eli/lta/2009/1037
B;Bekendtgørelse;Bekendtgørelse om forbud mod sejlads, ankring og fiskeri mv. i visse områder i danske farvande;;Erhvervsministeriet;Søfartsstyrelsen;Økonomi- og Erhvervsmin.,\nSøfartsstyrelsen, sag nr. 199952478;135;2005;AU002064;B20050013505;Lovtidende A;;Fremgår af forskriften;20050304;20050315;20070719;20050315;;FALSE;;;;;A20220022129;BEK nr 480 af 01/06/2006,BEK nr 274 af 03/04/2009,BEK nr 1439 af 14/12/2010;;;https://www.retsinformation.dk/eli/lta/2005/135
B;Bekendtgørelse;Bekendtgørelse om forhåndsanmeldelse i henhold til EU-ordning, der skal forebygge, afværge og standse ulovligt, urapporteret og ureguleret fiskeri (IUU);;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevarestyrelsen;Fødevaremin.,\nFødevarestyrelsen, j.nr. 2013-30-2301-01367;1159;2013;AH005023;B20130115905;Lovtidende A;;Fremgår af forskriften;20131004;20131008;20131008;20131008;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/2013/1159
B;Bekendtgørelse;Bekendtgørelse om fiskeri efter samt landing af blåmuslinger fra Vadehavet;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;89-1500-116;656;1990;CM037176;B19900065605;Lovtidende A;;Fremgår af forskriften;19900919;19970925;20070102;19900928;;FALSE;;;;;A20190026129;BEK nr 294 af 24/04/1992,BEK nr 661 af 27/07/1992,BEK nr 687 af 05/08/1992,BEK nr 532 af 13/06/1996;;;https://www.retsinformation.dk/eli/lta/1990/656
B;Bekendtgørelse;Bekendtgørelse om ophævelse af visse bekendtgørelser på fødevareområdet under Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevaredirektoratet;Fødevaremin.\nFødevaredir., j.nr. 04kt 10-716-0/99;1178;1999;AH000500;B19990117805;Lovtidende A;;Fremgår af forskriften;19991222;20000114;20000114;20000114;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/1999/1178
B;Bekendtgørelse;Bekendtgørelse om deltagelse i fiskeri uden for dansk fiskeriterritorium og uden for EF's fiskeriaftaler;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Landbrugs- og fiskerimin., j.nr. 94-210-32;10;1995;CM036008;B19950001005;Lovtidende A;;Fremgår af forskriften;19950104;19970925;20070102;19950120;;FALSE;;;;;A20190026129,A20220000829;;;;https://www.retsinformation.dk/eli/lta/1995/10
B;Bekendtgørelse;Bekendtgørelse om regulering af fiskeri efter torsk ved Svalbard;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fiskerimin. III j.nr. 87-1500-80;261;1987;CM036493;B19870026105;Lovtidende A;;Fremgår af forskriften;19870512;19970925;19970925;19870519;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/1987/261
B;Bekendtgørelse;Bekendtgørelse om ophævelse af visse forskrifter på fødevareområdet under Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevaredirektoratet;Fødevaremin.,\nFødevaredir., j.nr. 521.1011-0059;751;2000;AH000683;B20000075105;Lovtidende A;;Fremgår af forskriften;20000809;20000818;20061211;20000818;;FALSE;;;;;A20220000829;;;;https://www.retsinformation.dk/eli/lta/2000/751
B;Bekendtgørelse;Bekendtgørelse om ophævelse af visse bekendtgørelser på fødevare- og veterinærområdet under Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Fødevaredirektoratet;Fødevaremin.,\nFødevaredir., j.nr. FA 3101-658/02;282;2002;AH001186;B20020028205;Lovtidende A;;Fremgår af forskriften;20020508;20020517;20020517;20020517;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2002/282
B;Bekendtgørelse;Bekendtgørelse om ophævelse af dele af lov om støtte til jordbrugets strukturudvikling og til økologisk produktion inden for jordbrug og fiskeri m.v.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin., 2. afd., 2. kt., j.nr. 1999-2120/s0-0005;950;2001;AH001008;B20010095005;Lovtidende A;;Fremgår af forskriften;20011031;20011109;20151230;20011109;;FALSE;;;;;A20170003429;;;;https://www.retsinformation.dk/eli/lta/2001/950
L;Bekendtgørelse (international);Bekendtgørelse af aftale af 3. oktober 2018 om forebyggelse af ureguleret fiskeri på åbent hav i det centrale Nordlige Ishav;;Udenrigsministeriet;;Udenrigsmin., j.nr. 2021-6934;10;2021;AS002015;L20210001064;Lovtidende C;;Fremgår af forskriften;20210816;20210818;20210818;20210818;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/2021/10
B;Bekendtgørelse;Bekendtgørelse om drift af lokale aktionsgrupper under fiskeriudviklingsprogrammet for perioden 2007-2013 samt om delegation af visse af ministeren for by, bolig og landdistrikters beføjelser efter lov om udvikling af fiskeri- og akvakultursektoren;;Erhvervsministeriet;;Ministeriet for By, Bolig og Landdistrikter, j.nr. 2012-74;306;2012;BV000024;B20120030605;Lovtidende A;;Fremgår af forskriften;20120329;20120331;20120331;20120331;;FALSE;;;;;A20170001929;BEK nr 1183 af 09/10/2013;;;https://www.retsinformation.dk/eli/lta/2012/306
B;Bekendtgørelse;Bekendtgørelse om forbud mod fiskeri med slæbende redskaber på Århus Bugt.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Ingen;413;1975;CM036755;B19750041305;Lovtidende A;;Fremgår af forskriften;19750819;19970925;20070102;19750830;;FALSE;;;;;A20190026129;;;;https://www.retsinformation.dk/eli/lta/1975/413
B;Bekendtgørelse;Bekendtgørelse om ophævelse af lov om tilskud til produktudvikling af jordbrugs- og fiskeriprodukter samt forsøgsfiskeri m.m. og dele af lov om støtte til jordbrugets strukturudvikling og til økologisk produktion inden for jordbrug og fiskeri m.v.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;Direktoratet for FødevareErhverv;Fødevaremin., 2. afd., 2. kt., j.nr. 97-2121/s16-0001;317;2001;AH000904;B20010031705;Lovtidende A;;Fremgår af forskriften;20010507;20010515;20151231;20010515;;FALSE;;;;;A20170002229;;;;https://www.retsinformation.dk/eli/lta/2001/317
B;Ændringsbekendtgørelse;Bekendtgørelse om ændring af bekendtgørelse om forbud mod sejlads, ankring og fiskeri mv. i visse områder i danske farvande;;Erhvervsministeriet;Søfartsstyrelsen;Økonomi- og Erhvervsmin.,\nSøfartsstyrelsen, j.nr. 201012126;1439;2010;AU004274;B20100143905;Lovtidende A;;Fremgår af forskriften;20101214;20101216;20101216;20101216;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2010/1439
B;Bekendtgørelse;Bekendtgørelse om ophævelse af lov om tilskud til efteruddannelse inden for jordbrugserhvervene, lov om tilskud til strukturprojekter inden for jordbruget, og dele af lov om støtte til jordbrugets strukturudvikling og til økologisk produktion inden for jordbrug og fiskeri m.v.;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin., 2. afd., 2. kt., j.nr. 2000-2120/s0-0010;964;2000;AH000718;B20000096405;Lovtidende A;;Fremgår af forskriften;20001027;20001031;20200714;20001031;;FALSE;;;;;A20170003429;;;;https://www.retsinformation.dk/eli/lta/2000/964
L;Bekendtgørelse (international);Bekendtgørelse om overenskomst af 19. december 1966 mellem Danmark, Norge og Sverige om gensidig adgang til fiskeri i Skagerrak og Kattegat;;Udenrigsministeriet;;Udenrigsmin., JTF j.nr. 55.D.52.;21;2012;AS001350;L20120002164;Lovtidende C;;Fremgår af forskriften;20120816;20120818;20120818;20120818;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/2012/21
B;Ændringsbekendtgørelse;Bekendtgørelse om ændring af bekendtgørelse om forbud mod sejlads, ankring og fiskeri mv. i visse områder i danske farvande;;Erhvervsministeriet;Søfartsstyrelsen;Økonomi- og Erhvervsmin.,\nSøfartsstyrelsen j.nr. 200813394;274;2009;AU003615;B20090027405;Lovtidende A;;Fremgår af forskriften;20090403;20090407;20090407;20090407;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/lta/2009/274
L;Bekendtgørelse (international);Bekendtgørelse af aftale af 23. maj 2000 om etablering af Den Internationale Organisation for Udvikling af Fiskeri i Øst- og Centraleuropa (EUROFISH);;Udenrigsministeriet;;Udenrigsmin., S.UNP.j.nr.119.D.16.;25;2003;AS000573;L20030002564;Lovtidende C;;Fremgår af forskriften;20030821;20030903;20030903;20030903;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/2003/25
L;Bekendtgørelse (international);Aftale mellem Kongeriget Danmarks landbrugsministerium og Ministeriet for Landbrug, Handel og Fiskeri i Republikken Portugal om samarbejde på landbrugsområdet.;;Udenrigsministeriet;Landbrugsministeriet;Ingen;21100;1983;CM035978;L19832110064;Retsinformation;;Fremgår af forskriften;19830414;19970925;20100121;;;FALSE;(* 1) Aftalen er ikke bekendtgjort.;;;;;;;;https://www.retsinformation.dk/eli/retsinfo/1983/21100
B;Bekendtgørelse;Bekendtgørelse om ændring af aftaler mellem Ministeriet for Fødevarer, Landbrug og Fiskeri, og DLR Kredit A/S, Nykredit A/S, Nordea Kredit Realkreditaktieselskab og Realkredit Danmark A/S samt om mulighed for anvendelse af andre lånetyper end kontantlån ved konvertering af lån, der er ydet efter lov om støtte til udvikling af landdistrikterne (landdistriktsstøtteloven), som affattet ved lov nr. 338 af 17. maj 2000;;Ministeriet for Fødevarer, Landbrug og Fiskeri;;Fødevaremin., j.nr. 1635;236;2004;AH001780;B20040023605;Lovtidende A;;Fremgår af forskriften;20040331;20040410;20061109;20040410;;FALSE;;;;;A20170003429;;;;https://www.retsinformation.dk/eli/lta/2004/236
L;Bekendtgørelse (international);Bekendtgørelse af aftale af 11. marts 2003 med Den Internationale Organisation for Udvikling af Fiskeri i Øst- og Centraleuropa (EUROFISH) vedrørende Organisationens hovedsæde i København;;Udenrigsministeriet;;Udenrigsmin., S.UNP. j.nr. 119.D.16.;35;2003;AS000581;L20030003564;Lovtidende C;;Fremgår af forskriften;20031023;20031105;20031105;20031105;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/2003/35
L;Bekendtgørelse (international);Bekendtgørelse om overenskomst af 11. december 1996 med Mozambique om dansk økonomisk bistand til gennemførelse af et program for semi-industrielt fiskeri;;Udenrigsministeriet;Udenrigsministeriet;Udenrigsmin. S.7, j.nr. 104.Moz.69.;82;1997;CM044885;L19970008264;Lovtidende C;;Fremgår af forskriften;19970619;19971001;19981026;19970702;;FALSE;;;;;;;;;https://www.retsinformation.dk/eli/ltc/1997/82
